Compound Name,PubChem ID,Molecular Weight (g/mol),H-Donors,H-Acceptors,LogP,Drug Possibility,Lipinski Violations
5-(diethylamino)-2-[3-(diethylamino)propyl]-2-naphthalen-1-ylpentanoic acid,22898,412.618,1,3,5.4062,False,Octanol-water partition coefficient (LogP) > 5)
[4-carboxy-7-(dimethylazaniumyl)-4-naphthalen-1-ylheptyl]-dimethylazanium dichloride,22899,429.432,3,1,-4.9804,True,None
5-(dimethylamino)-2-[3-(dimethylamino)propyl]-2-naphthalen-1-ylpentanoic acid,22900,356.51,1,3,3.8458,True,None
"sodium 1-amino-9,10-dioxo-4-(2,4,6-trimethylanilino)anthracene-2-sulfonate",22901,458.471,2,7,0.62116,True,None
"1-amino-9,10-dioxo-4-(2,4,6-trimethylanilino)anthracene-2-sulfonic acid",22902,436.489,3,6,3.95976,True,None
O-[4-[2-(4-chlorophenyl)propan-2-yl]phenyl] N-methyl-N-(3-methylphenyl)carbamothioate,22903,409.982,0,2,6.77442,False,Octanol-water partition coefficient (LogP) > 5)
dodec-2-enedioic acid,22904,228.288,2,2,2.8326,True,None
disodium;3-[[4-[(4-anilino-3-sulfonatophenyl)diazenyl]naphthalen-1-yl]diazenyl]-4-hydroxynaphthalene-1-sulfonate,22905,697.662,2,12,2.0892,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
3-[[4-[(4-anilino-3-sulfophenyl)diazenyl]naphthalen-1-yl]diazenyl]-4-hydroxynaphthalene-1-sulfonic acid,22906,653.698,4,10,8.7664,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
sodium 4-[[4-[(2-hydroxynaphthalen-1-yl)diazenyl]phenyl]diazenyl]benzenesulfonic acid,22907,455.451,2,7,3.6269,True,None
4-[[4-[(2-hydroxynaphthalen-1-yl)diazenyl]phenyl]diazenyl]benzenesulfonic acid,22908,432.461,2,7,6.6229,False,Octanol-water partition coefficient (LogP) > 5)
dibenzofuran-3-yl(phenyl)methanone,22909,272.303,0,2,4.817,True,None
"hexasodium;chromium;3-[[3-(dioxidoamino)-6-oxo-5-sulfonatocyclohexa-2,4-dien-1-ylidene]hydrazinylidene]-4-oxo-7-(sulfonatomethylamino)naphthalene-2-sulfonate;3-[5-[hydroxy(oxo)azaniumyl]-2-oxido-3-sulfonatophenyl]azanidylimino-4-oxo-6-(sulfonatomethylazanidyl)naphthalene-2-sulfonate",22910,1336.886,2,30,-19.189,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"3-[[3-(dioxidoamino)-6-oxo-5-sulfocyclohexa-2,4-dien-1-ylidene]hydrazinylidene]-4-oxo-7-(sulfomethylamino)naphthalene-2-sulfonic acid",22911,576.499,4,14,-0.2983,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
hydroxy-[4-hydroxy-3-[[1-hydroxy-3-sulfo-7-(sulfomethylamino)naphthalen-2-yl]diazenyl]-5-sulfophenyl]-oxoazanium,22912,579.523,7,12,2.2166,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
disodium;5-chloro-3-[[3-methyl-5-oxido-1-(3-sulfonatophenyl)pyrazol-4-yl]diazenyl]-2-oxidobenzenesulfonate;chromium;hydroxide,22913,599.838,0,13,-4.96638,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
5-chloro-2-hydroxy-3-[[5-methyl-3-oxo-2-(3-sulfophenyl)-1H-pyrazol-4-yl]diazenyl]benzenesulfonic acid,22914,488.887,4,9,2.74182,True,None
"sodium 1-amino-4-anilino-9,10-dioxoanthracene-2-sulfonate",22915,416.39,2,7,-0.3041,True,None
"1-amino-4-anilino-9,10-dioxoanthracene-2-sulfonic acid",22916,394.408,3,6,3.0345,True,None
1-[(4-nitrophenyl)diazenyl]naphthalen-2-ol,22917,293.282,1,5,4.869,True,None
1-[(2-methoxy-5-methylphenyl)diazenyl]naphthalen-2-ol,22918,292.338,1,4,5.27782,False,Octanol-water partition coefficient (LogP) > 5)
N-(4-chlorophenyl)-3-hydroxy-4-[(2-methyl-5-nitrophenyl)diazenyl]naphthalene-2-carboxamide,22919,460.877,2,6,7.08312,False,Octanol-water partition coefficient (LogP) > 5)
"4-[(2,5-dichlorophenyl)diazenyl]-3-hydroxy-N-(2-methoxyphenyl)naphthalene-2-carboxamide",22920,466.324,2,5,7.5285,False,Octanol-water partition coefficient (LogP) > 5)
bis(heptan-2-ylazanium);sulfate,22921,328.519,2,4,1.0562,True,None
"4-methyl-2-prop-1-enyl-1,3-dioxolane",22922,128.171,0,2,1.3239,True,None
"9-methyl-1,5-dioxaspiro[5.5]undecan-3-ol",22923,186.251,1,3,1.3005,True,None
"1-methyl-3-phenyl-2,3-dihydro-1H-indene",22924,208.304,0,0,4.3257,True,None
disodium;5-hydroxy-6-[(1-hydroxy-4-sulfonatonaphthalen-2-yl)diazenyl]-8-[[2-methyl-4-(3-methylphenyl)phenyl]diazenyl]naphthalene-1-sulfonate,22925,726.7,2,12,2.33504,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
5-hydroxy-6-[(1-hydroxy-4-sulfonaphthalen-2-yl)diazenyl]-8-[[2-methyl-4-(3-methylphenyl)phenyl]diazenyl]naphthalene-1-sulfonic acid,22926,682.736,4,10,9.01224,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
trisodium;4-hydroxy-7-[[5-hydroxy-6-[(2-methoxyphenyl)diazenyl]-7-sulfonatonaphthalen-2-yl]carbamoylamino]-3-[(2-methyl-4-sulfonatophenyl)diazenyl]naphthalene-2-sulfonate,22927,902.785,4,17,-2.07968,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
4-hydroxy-7-[[5-hydroxy-6-[(2-methoxyphenyl)diazenyl]-7-sulfonaphthalen-2-yl]carbamoylamino]-3-[(2-methyl-4-sulfophenyl)diazenyl]naphthalene-2-sulfonic acid,22928,836.839,7,14,7.93612,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"2-[bis(2-hydroxyethyl)amino]ethanol;2-butan-2-yl-4,6-dinitrophenol",22929,389.405,4,9,0.9874,True,None
trimethyl-[2-[2-(trimethylazaniumyl)ethylsulfanyl]ethyl]azanium diiodide,22930,460.207,0,1,-4.86,True,None
trimethyl-[2-[2-(trimethylazaniumyl)ethylsulfanyl]ethyl]azanium,22931,206.399,0,1,1.132,True,None
"bis(2-ethylhexyl) benzene-1,4-dicarboxylate",22932,390.564,0,4,6.433,False,Octanol-water partition coefficient (LogP) > 5)
1-nitrooxypropan-2-yl nitrate,22933,166.089,0,6,-0.2085,True,None
"(5S,17S)-17-hydroxy-13,17-dimethyl-1,2,4,5,6,7,8,9,10,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-3-one",22934,290.447,1,2,3.9591,True,None
"sodium 4-(4-acetamidoanilino)-1-amino-9,10-dioxoanthracene-2-sulfonic acid",22935,474.45,4,7,-0.0031,True,None
"4-(4-acetamidoanilino)-1-amino-9,10-dioxoanthracene-2-sulfonic acid",22936,451.46,4,7,2.9929,True,None
"1,2-dihydroxy-5,8-bis(4-hydroxyanilino)anthracene-9,10-dione",22937,454.438,6,8,4.7716,False,Hydrogen bond donors > 5)
4-cyclohexylmorpholine,22938,169.268,0,2,1.6513,True,None
benzyl(trimethyl)azanium hexafluorophosphate,22939,295.207,0,0,5.2752,False,Octanol-water partition coefficient (LogP) > 5)
"disodium;3,6-bis[[4-[(2,4-diaminophenyl)diazenyl]phenyl]hydrazinylidene]-4-imino-5-oxonaphthalene-2,7-disulfonate",22940,839.788,7,20,-3.04195,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"3,6-bis[[4-[(2,4-diaminophenyl)diazenyl]phenyl]hydrazinylidene]-4-imino-5-oxonaphthalene-2,7-disulfonic acid",22941,795.824,9,18,3.63525,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
disodium;4-amino-3-[[4-[4-[(1-hydroxy-4-sulfonatonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]naphthalene-1-sulfonate,22942,757.714,2,14,1.612,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
4-amino-3-[[4-[4-[(1-hydroxy-4-sulfonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]naphthalene-1-sulfonic acid,22943,713.75,4,12,8.2892,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-2-ium chloride",22944,379.884,1,4,-0.8717,True,None
2-hydroxy-3-(3-oxo-3-phenylpropyl)chromen-4-one,22945,294.306,1,4,3.3141,True,None
"4,5,6,7-tetrahydro-1-benzothiophene",22946,138.235,0,1,2.6269,True,None
"1,3-bis(hydroxymethyl)-5,5-dimethylimidazolidine-2,4-dione",22947,188.183,2,4,-1.0712,True,None
"dipotassium;2',4',5',7'-tetrabromo-4,7-dichloro-3-oxospiro[2-benzofuran-1,9'-xanthene]-3',6'-diolate",22948,792.965,0,5,0.7666,False,Molecular Weight (g/mol) > 500)
"2',4',5',7'-tetrabromo-4,7-dichloro-3',6'-dihydroxyspiro[2-benzofuran-3,9'-xanthene]-1-one",22949,716.785,2,5,8.0226,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
2-(3-methoxyphenoxy)propyl-[2-(3-methylphenyl)ethanimidoyl]azanium;4-methylbenzenesulfonate,22950,484.618,2,6,3.45341,True,None
N'-[2-(3-methoxyphenoxy)propyl]-2-(3-methylphenyl)ethanimidamide,22951,312.413,1,3,3.37082,True,None
"1,5-dimethoxyanthracene-9,10-dione",22952,268.268,0,4,2.4792,True,None
disodium;7-amino-4-hydroxy-3-[[4-[4-[(1-hydroxy-4-sulfonatonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]naphthalene-2-sulfonate,22953,773.713,3,15,1.3176,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
7-amino-4-hydroxy-3-[[4-[4-[(1-hydroxy-4-sulfonaphthalen-2-yl)diazenyl]-3-methoxyphenyl]-2-methoxyphenyl]diazenyl]naphthalene-2-sulfonic acid,22954,729.749,5,13,7.9948,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
"3,10-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline-2,9-diol",22955,327.38,2,5,2.7705,True,None
"[4-[(dimethylamino)methyl]-3,5-dimethylphenyl] N-methylcarbamate",22956,236.315,1,3,2.08324,True,None
2-(morpholin-4-ylmethyl)-4-phenylphenol,22957,269.344,1,3,2.8914,True,None
ethyl-dimethyl-octadec-9-enylazanium bromide,22958,404.521,0,0,4.1242,True,None
ethyl-dimethyl-octadec-9-enylazanium,22959,324.617,0,0,7.1202,False,Octanol-water partition coefficient (LogP) > 5)
"disodium;7-hydroxy-8-[[2-methyl-4-[3-methyl-4-[[4-(4-methylphenyl)sulfonyloxyphenyl]diazenyl]phenyl]phenyl]diazenyl]naphthalene-1,3-disulfonate",22960,830.83,1,14,2.55236,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
"7-hydroxy-8-[[2-methyl-4-[3-methyl-4-[[4-(4-methylphenyl)sulfonyloxyphenyl]diazenyl]phenyl]phenyl]diazenyl]naphthalene-1,3-disulfonic acid",22961,786.866,3,12,9.22956,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
5-(azepan-1-yl)-4-benzamido-5-oxopentanoic acid,22962,332.4,2,3,2.0524,True,None
4-(4-cyanophenyl)sulfonylbenzonitrile,22963,268.297,0,4,2.26276,True,None
"dimethyl 2-oxochromene-3,6-dicarboxylate",22964,262.217,0,6,1.3662,True,None
"diethyl 2-oxochromene-3,6-dicarboxylate",22965,290.271,0,6,2.1464,True,None
"2-oxochromene-3,6-dicarboxylic acid",22966,234.163,2,4,1.1894,True,None
3-methoxycarbonyl-2-oxochromene-6-carboxylic acid,22967,248.19,1,5,1.2778,True,None
3-ethoxycarbonyl-2-oxochromene-6-carboxylic acid,22968,262.217,1,5,1.6679,True,None
3-acetyl-2-oxochromene-6-carboxylic acid,22969,232.191,1,4,1.6938,True,None
methyl 3-acetyl-2-oxochromene-6-carboxylate,22970,246.218,0,5,1.7822,True,None
ethyl 3-acetyl-2-oxochromene-6-carboxylate,22971,260.245,0,5,2.1723,True,None
propan-2-yl 3-acetyl-2-oxochromene-6-carboxylate,22972,274.272,0,5,2.5608,True,None
3-oxaldehydoyl-2-oxochromene-6-carboxylic acid,22973,246.174,1,5,0.8728,True,None
methyl 3-oxaldehydoyl-2-oxochromene-6-carboxylate,22974,260.201,0,6,0.9612,True,None
"6-O-ethyl 3-O-methyl 2-oxochromene-3,6-dicarboxylate",22975,276.244,0,6,1.7563,True,None
"3-O-ethyl 6-O-methyl 2-oxochromene-3,6-dicarboxylate",22976,276.244,0,6,1.7563,True,None
disodium;4-amino-3-[[4-[4-[(1-amino-4-sulfonatonaphthalen-2-yl)diazenyl]-3-chlorophenyl]-2-chlorophenyl]diazenyl]naphthalene-1-sulfonate,22977,765.568,2,12,2.7782,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
4-amino-3-[[4-[4-[(1-amino-4-sulfonaphthalen-2-yl)diazenyl]-3-chlorophenyl]-2-chlorophenyl]diazenyl]naphthalene-1-sulfonic acid,22978,721.604,4,10,9.4554,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
3-hydroxy-4-[(2-methoxy-5-nitrophenyl)diazenyl]-N-(3-nitrophenyl)naphthalene-2-carboxamide,22979,487.428,2,9,6.0381,False,Octanol-water partition coefficient (LogP) > 5)
"trisodium;6-[(2,4-diaminophenyl)diazenyl]-3-[[4-[4-[[7-[(2,4-diaminophenyl)diazenyl]-1-hydroxy-3-sulfonatonaphthalen-2-yl]diazenyl]-2-sulfonatoanilino]phenyl]diazenyl]-4-hydroxynaphthalene-2-sulfonate",22980,1083.991,7,24,0.8625,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"6-[(2,4-diaminophenyl)diazenyl]-3-[[4-[4-[[7-[(2,4-diaminophenyl)diazenyl]-1-hydroxy-3-sulfonaphthalen-2-yl]diazenyl]-2-sulfoanilino]phenyl]diazenyl]-4-hydroxynaphthalene-2-sulfonic acid",22981,1018.045,10,21,10.8783,False,Molecular Weight (g/mol) > 500); Hydrogen bond donors > 5); Hydrogen bond acceptors > 10); Octanol-water partition coefficient (LogP) > 5)
2-(3-methyl-2-phenylmorpholin-4-ium-4-yl)ethyl 2-phenylbutanoate chloride,22982,403.95,1,3,-0.2277,True,None
"3-(6-methyl-6-phenyl-1,3-oxazinan-3-yl)-1-phenylpropan-1-one",22983,309.409,0,3,3.8546,True,None
"5-nitro-9,10-dioxoanthracene-2-sulfonic acid",22984,333.277,1,6,1.6169,True,None
azanium nitrate,22985,80.043,1,3,0.1371,True,None
disodium;(2R)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioate,22986,485.368,4,11,-8.7062,False,Hydrogen bond acceptors > 10)
(2R)-2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid,22987,441.404,6,9,-0.0448,False,Hydrogen bond donors > 5)
"manganese(2+);bis((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate)",22988,445.232,10,14,-9.6581,False,Hydrogen bond donors > 5); Hydrogen bond acceptors > 10)
"2-(1,2-dihydroxyethyl)-4,5-dihydroxyfuran-3-one;pyridine-3-carboxamide",22989,298.251,5,8,-1.2269,True,None
[4-(2-methylbutan-2-yl)phenyl] acetate,22990,206.285,0,2,3.2995,True,None
(3-carboxy-4-methyl-3-naphthalen-1-ylpentyl)-diethylazanium chloride,22991,363.929,2,1,0.137,True,None
2-[2-(diethylamino)ethyl]-3-methyl-2-naphthalen-1-ylbutanoic acid,22992,327.468,1,2,4.5501,True,None
2-(5-bromo-3-hydroxy-1H-indol-2-yl)indol-3-one,22993,341.164,2,3,3.9531,True,None
"8-(2-aminoethylsulfanyl)-1,3,7-trimethylpurine-2,6-dione",22994,269.33,1,8,-0.9785,True,None
"8-(2-aminoethylsulfanyl)-1,3,7-trimethyl-7H-purin-7-ium-2,6-dione chloride",22995,305.791,2,7,-5.0728,True,None
"N-butan-2-yl-3-formamido-N-methyl-1,2,4-triazole-1-carboxamide",22996,225.252,1,5,0.5448,True,None
"2-N,4-N-diethyl-6-(4-nitrophenoxy)-1,3,5-triazine-2,4-diamine",22997,304.31,2,8,2.4357,True,None
"2-N,4-N-diethyl-6-phenoxy-1,3,5-triazine-2,4-diamine",22998,259.313,2,6,2.5275,True,None
"2-N,4-N-diethyl-6-(4-methylphenyl)sulfanyl-1,3,5-triazine-2,4-diamine",22999,289.408,2,6,3.19482,True,None
"4-N-ethyl-6-phenoxy-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",23000,273.34,2,6,2.916,True,None
"6-(2-chlorophenoxy)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",23001,293.758,2,6,3.1809,True,None
"2-N,4-N-diethyl-6-phenylsulfanyl-1,3,5-triazine-2,4-diamine",23002,275.381,2,6,2.8864,True,None
"sodium 2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetate",23003,325.123,0,4,-0.725,True,None
[2-(4-chlorophenyl)-2-oxo-1-phenylethyl]-bis(2-hydroxyethyl)azanium chloride,23004,370.276,3,3,-1.8625,True,None
2-[bis(2-hydroxyethyl)amino]-1-(4-chlorophenyl)-2-phenylethanone,23005,333.815,2,4,2.5506,True,None
4-amino-N-(2-methoxyethyl)-7-(2-methoxyethylamino)-2-phenylpteridine-6-carboxamide,23006,397.439,3,9,1.1035,True,None
"2-[[4-(carboxymethylamino)-6-chloro-1,3,5-triazin-2-yl]amino]acetic acid",23007,261.625,4,7,-0.482,True,None
"8-[4-(4-fluorophenyl)-4-oxobutyl]sulfanyl-1,3-dimethyl-6-sulfanylpurin-2-one",23008,392.481,1,8,2.8016,True,None
4-[2-(5-nitroimidazol-1-yl)ethyl]morpholine,23009,226.236,0,6,0.1235,True,None
2-(oxiran-2-yl)acetonitrile,23010,83.09,0,2,0.29888,True,None
1-methyl-9H-carbazole,23011,181.238,1,0,3.62952,True,None
2-[(2-carboxyphenyl)diselanyl]benzoic acid,23012,400.15,2,2,0.3572,True,None
2-[(4-bromonaphthalen-1-yl)diazenyl]propanedinitrile,23013,299.131,0,4,4.10176,True,None
(2-butoxyphenyl)methanol,23014,180.247,1,2,2.3578,True,None
dimethyl-[3-[(1-nitroacridin-9-yl)azaniumyl]propyl]azanium dichloride,23015,397.306,2,3,-4.9663,True,None
"2,3,6-trichloropyridine",23016,182.437,0,1,3.0418,True,None
"3,5,6-trichloro-1H-pyridin-2-one",23017,198.436,1,1,2.3351,True,None
"7-chloro-1-(2-ethoxyethyl)-5-phenyl-3H-1,4-benzodiazepin-2-one",23018,342.826,0,3,3.5605,True,None
pentyl 4-hydroxybenzoate,23019,208.257,1,3,2.7392,True,None
"5-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]-4-hydroxy-3-phenyldiazenylnaphthalene-2,7-disulfonic acid",23020,571.38,4,11,4.6896,False,Molecular Weight (g/mol) > 500); Hydrogen bond acceptors > 10)
(N'-phenylcarbamimidoyl)azanium chloride,23021,171.631,2,1,-3.1213,True,None
2-naphthalen-1-yl-5-piperidin-1-ium-1-yl-2-propan-2-ylpentanoic acid chloride,23022,389.967,2,1,0.6712,True,None
2-naphthalen-1-yl-5-piperidin-1-yl-2-propan-2-ylpentanoic acid,23023,353.506,1,2,5.0843,False,Octanol-water partition coefficient (LogP) > 5)
5-morpholin-4-ium-4-yl-2-naphthalen-1-yl-2-propan-2-ylpentanoic acid chloride,23024,391.939,2,2,-0.4825,True,None
5-morpholin-4-yl-2-naphthalen-1-yl-2-propan-2-ylpentanoic acid,23025,355.478,1,3,3.9306,True,None
5-acetamido-N-propan-2-yl-2-prop-2-enoxybenzamide,23026,276.336,2,3,2.348,True,None
5-acetamido-2-prop-2-enoxy-N-prop-2-enylbenzamide,23027,274.32,2,3,2.1256,True,None
3-nitrobutan-2-yl N-phenylcarbamate,23028,238.243,1,4,2.2888,True,None
1-(2-bromoethyl)-4-chlorobenzene,23029,219.509,0,0,3.2774,True,None
[4-[4-(4-acetyloxyphenyl)hex-3-en-3-yl]phenyl] acetate,23030,352.43,0,4,5.268,False,Octanol-water partition coefficient (LogP) > 5)
bis(thallium(1+));carbonate,23031,468.774,0,3,-3.2086,True,None
"N-(4-acetamido-9,10-dioxoanthracen-1-yl)acetamide",23032,322.32,2,4,2.3788,True,None
6-(dimethylamino)-2-naphthalen-1-ylhexanenitrile,23033,266.388,0,2,4.17888,True,None
"3-hydroxy-N-(2-methylphenyl)-4-[(2,4,5-trichlorophenyl)diazenyl]naphthalene-2-carboxamide",23034,484.77,2,4,8.48172,False,Octanol-water partition coefficient (LogP) > 5)
2-(3-hydroxy-1H-indol-2-yl)-1H-indol-3-ol,23035,264.284,4,2,3.7274,True,None
[4-[3-amino-6-(dimethylamino)acridin-9-yl]phenyl]-dimethylazanium chloride,23036,392.934,2,3,0.4832,True,None
"9-[4-(dimethylamino)phenyl]-6-N,6-N-dimethylacridine-3,6-diamine",23037,356.473,1,4,4.7692,True,None
"2,4,6-tris(trichloromethyl)-1,3,5-triazine",23038,433.164,0,3,5.3517,False,Octanol-water partition coefficient (LogP) > 5)
"methyl (16S)-16-methyl-17-oxa-3,13-diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1,3,5,7,9,11,18-heptaene-19-carboxylate",23039,348.402,0,5,3.4052,True,None
(4-hydroxyphenyl)-trimethylazanium iodide,23040,279.121,1,1,-1.4071,True,None
(4-hydroxyphenyl)-trimethylazanium,23041,152.217,1,1,1.5889,True,None
2-methylselanylbenzoic acid,23042,215.11,1,1,0.7624,True,None
methyl 2-hydroxy-6-methyl-3-propan-2-ylbenzoate,23043,208.257,1,3,2.61062,True,None
"2-[2-[(3,4-dichlorobenzoyl)amino]-4-methylphenoxy]acetic acid",23044,354.189,2,3,4.01752,True,None
"N-[(8-chlorobenzo[b][1,4]benzothiazepin-6-yl)methyl]-N',N'-dimethylethane-1,2-diamine",23045,345.899,1,4,4.0766,True,None
dimethyl (3-methyl-4-methylsulfanylphenyl) phosphate,23046,262.267,0,5,3.49662,True,None
dimethyl (3-methyl-4-methylsulfinylphenyl) phosphate,23047,278.266,0,5,2.51212,True,None
3-benzhydryloxy-9-ethyl-9-azabicyclo[3.3.1]nonane,23048,335.491,0,2,5.198,False,Octanol-water partition coefficient (LogP) > 5)
1-methoxy-4-methylbicyclo[2.2.2]octane,23049,154.253,0,1,2.7457,True,None
ethyl N-butyl-N-nitrosocarbamate,23050,174.2,0,4,1.9264,True,None
"6-(4-chlorophenyl)sulfanyl-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",23051,309.826,2,6,3.5398,True,None
1-oxa-4-mercuracyclohexane,23052,272.697,0,1,0.9357,True,None
2-chloro-6-methylbenzonitrile,23053,151.596,0,1,2.5201,True,None
"pentacyclo[10.6.2.03,7.09,19.016,20]icosa-1(19),2,4,6,8,10,12,14,16(20),17-decaene",23054,252.316,0,0,5.6888,False,Octanol-water partition coefficient (LogP) > 5)
2-(aziridin-1-yl)-N-[7-[[2-(aziridin-1-yl)acetyl]amino]heptyl]acetamide,23055,296.415,2,4,-0.1995,True,None
"1-azabicyclo[2.2.2]octan-3-yl 2-hydroxy-2,2-diphenylacetate",23056,337.419,1,4,2.5599,True,None
2-methoxyoxane,23057,116.16,0,2,1.1594,True,None
2-(2-methoxy-1H-indol-3-yl)ethyl-trimethylazanium iodide,23058,360.239,1,1,-0.5708,True,None
2-(2-methoxy-1H-indol-3-yl)ethyl-trimethylazanium,23059,233.335,1,1,2.4252,True,None
iron;bis(iron(3+));tris(methyl-dioxido-oxo-lambda5-arsane),23060,581.397,0,9,-6.8889,False,Molecular Weight (g/mol) > 500)
"6-(4-chlorophenoxy)-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",23061,293.758,2,6,3.1809,True,None
"1,4-bis(chloromethyl)naphthalene",23062,225.118,0,0,4.3174,True,None
4-bromo-2-(trifluoromethyl)-1H-benzimidazole,23063,265.032,1,1,3.3442,True,None
2-(cyclohexylamino)-1-phenylethanol,23064,219.328,2,2,2.6423,True,None
"1,2-dichloro-4-isothiocyanatobenzene",23065,204.081,0,2,3.7277,True,None
"N,N'-bis[[(1R,4aS)-1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthren-1-yl]methyl]ethane-1,2-diamine;3,3-dimethyl-7-oxo-6-[(2-phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",23066,947.384,4,7,10.5305,False,Molecular Weight (g/mol) > 500); Octanol-water partition coefficient (LogP) > 5)
"sodium 5-ethyl-5-(4-methylpent-3-en-2-yl)-4,6-dioxo-1H-pyrimidin-2-olate",23067,260.269,1,3,-2.6382,True,None
methaneselone,23068,92.987,0,0,-0.4131,True,None
1-oxidopyridin-1-ium-3-ol,23069,111.1,1,2,0.0256,True,None
2-bromopyridin-3-ol,23070,173.997,1,2,1.5497,True,None
9-methyl-3-[(2-methylphenyl)-phenylmethoxy]-9-azabicyclo[3.3.1]nonane,23071,335.491,0,2,5.11632,False,Octanol-water partition coefficient (LogP) > 5)
"3-benzhydryloxy-7,9-dimethyl-9-azabicyclo[3.3.1]nonane",23072,335.491,0,2,5.0539,False,Octanol-water partition coefficient (LogP) > 5)
9-methyl-3-[(4-methylphenyl)-phenylmethoxy]-9-azabicyclo[3.3.1]nonane,23073,335.491,0,2,5.11632,False,Octanol-water partition coefficient (LogP) > 5)
9-ethyl-3-[(2-methylphenyl)-phenylmethoxy]-9-azabicyclo[3.3.1]nonane,23074,349.518,0,2,5.50642,False,Octanol-water partition coefficient (LogP) > 5)
3-[(2-methylphenyl)-phenylmethoxy]-9-propyl-9-azabicyclo[3.3.1]nonane,23075,363.545,0,2,5.89652,False,Octanol-water partition coefficient (LogP) > 5)
3-[(2-methylphenyl)-phenylmethoxy]-9-prop-2-enyl-9-azabicyclo[3.3.1]nonane,23076,361.529,0,2,5.67252,False,Octanol-water partition coefficient (LogP) > 5)
3-[(2-methylphenyl)-phenylmethoxy]-9-(2-phenylethyl)-9-azabicyclo[3.3.1]nonane,23077,425.616,0,2,6.72922,False,Octanol-water partition coefficient (LogP) > 5)
3-[(2-tert-butylphenyl)-phenylmethoxy]-9-methyl-9-azabicyclo[3.3.1]nonane,23078,377.572,0,2,6.1054,False,Octanol-water partition coefficient (LogP) > 5)
3-[(2-methylphenyl)-phenylmethoxy]-9-azabicyclo[3.3.1]nonane,23079,321.464,1,2,4.77412,True,None
"1-(9-azabicyclo[3.3.1]nonan-9-yl)propan-2-yl 2-hydroxy-2,2-diphenylacetate",23080,393.527,1,4,4.2612,True,None
2-(9-azabicyclo[3.3.1]nonan-9-yl)ethyl 2-cyclohexyl-2-hydroxy-2-phenylacetate,23081,385.548,1,4,4.4047,True,None
